XYZ[0][m],XYZ[1][m],XYZ[2][m],Deviation[],Amplitude[dB],Reflectance[dB],True Color[0][],True Color[2][],True Color[3][]
0.03475,2.66775,-0.19350,0,11.99,-19.48,57,53,1
0.03275,2.66800,-0.19525,4,12.74,-18.33,68,63,1
0.03375,2.67025,-0.19575,2,12.63,-18.43,69,64,1
0.03475,2.67175,-0.19500,1,12.27,-18.78,69,64,1
0.03625,2.67000,-0.19450,1,11.83,-19.64,55,51,1
0.03825,2.66850,-0.19300,0,10.36,-21.10,56,52,1
0.03625,2.67150,-0.19225,4,10.39,-21.09,58,54,1
0.04000,2.66550,-0.19375,4,11.44,-20.01,57,54,1
0.04425,2.66575,-0.19325,1,10.66,-20.77,59,55,1
0.04700,2.66525,-0.19225,0,10.54,-20.88,58,54,1
0.04550,2.66625,-0.19350,1,10.66,-20.76,63,59,1
0.04625,2.66775,-0.19250,0,10.45,-20.98,59,55,1
0.04000,2.67075,-0.19500,0,12.51,-18.95,65,61,1
0.04650,2.66900,-0.19425,1,11.82,-19.61,69,67,1
0.04500,2.67000,-0.19300,3,10.90,-20.54,62,58,1
0.04825,2.65725,-0.20650,1,11.33,-20.06,115,113,1
0.04950,2.65625,-0.20500,2,13.71,-17.67,116,114,1
0.05150,2.65650,-0.20550,0,14.05,-17.32,120,118,1
0.05525,2.65875,-0.20725,0,19.13,-14.50,83,77,1
0.04900,2.66000,-0.20475,1,18.02,-13.37,127,123,1
0.05000,2.66150,-0.20500,1,20.86,-12.77,32,31,1
0.05250,2.66075,-0.20625,2,21.00,-12.63,85,79,1
0.05525,2.66050,-0.20450,3,22.25,-11.38,76,72,1
0.04900,2.66000,-0.20225,2,20.85,-10.54,107,106,1
0.04975,2.66025,-0.20225,3,20.25,-13.38,13,12,1
0.04925,2.66150,-0.20250,3,21.07,-10.33,79,77,1
0.04925,2.66325,-0.20275,0,21.16,-10.24,51,49,1
0.05250,2.66075,-0.20325,2,21.95,-11.68,49,52,1
0.05525,2.66150,-0.20200,2,20.75,-12.88,33,36,1
0.05800,2.65975,-0.20575,1,19.55,-14.08,81,76,1
0.06100,2.65950,-0.20425,4,20.07,-13.56,14,10,1
0.06350,2.65975,-0.20525,2,16.00,-17.63,8,8,1
0.05800,2.65975,-0.20025,1,19.03,-14.60,22,20,1
0.05825,2.66125,-0.20300,3,21.93,-11.70,71,68,1
0.06350,2.66275,-0.20275,1,19.83,-13.79,8,6,1
0.06075,2.66000,-0.20150,4,21.13,-12.50,16,11,1
0.06350,2.66175,-0.20025,1,16.86,-16.77,16,11,1
0.05325,2.67050,-0.20725,0,13.36,-18.05,75,73,1
0.04875,2.66575,-0.20325,1,21.00,-10.41,28,23,1
0.04950,2.66650,-0.20225,1,20.57,-10.84,51,45,1
0.04875,2.66575,-0.20200,2,20.38,-11.03,55,50,1
0.05025,2.66775,-0.20150,1,19.17,-12.24,62,57,1
0.05475,2.66775,-0.20125,1,17.37,-14.03,63,59,1
0.04850,2.67100,-0.20200,3,18.79,-12.64,63,58,1
0.05300,2.67075,-0.20050,2,16.58,-14.83,61,59,1
0.06250,2.66500,-0.20600,0,12.36,-19.00,104,102,1
0.05700,2.66950,-0.20475,3,14.11,-17.28,90,89,1
0.06300,2.66975,-0.20625,0,13.78,-17.59,112,110,1
0.05725,2.66750,-0.20175,0,17.66,-13.73,59,54,1
0.06050,2.66675,-0.20350,0,16.95,-14.42,82,81,1
0.06325,2.66600,-0.20250,2,17.82,-13.54,91,89,1
0.06325,2.66425,-0.20200,0,18.57,-12.78,71,69,1
0.05850,2.66825,-0.20075,0,17.81,-13.57,65,62,1
0.06225,2.66900,-0.20175,4,18.90,-12.47,64,62,1
0.04975,2.65675,-0.19925,2,15.27,-18.36,19,16,1
0.05525,2.65700,-0.19875,0,15.00,-18.63,20,17,1
0.05225,2.66025,-0.19775,3,14.05,-19.58,16,14,1
0.05500,2.65650,-0.19600,4,13.31,-20.32,21,17,1
0.04975,2.66050,-0.19400,1,13.28,-20.35,17,15,1
0.05125,2.66375,-0.19375,0,11.50,-19.90,65,63,1
0.05225,2.66150,-0.19250,0,12.98,-20.65,18,16,1
0.05525,2.66175,-0.19375,4,12.82,-20.81,19,17,1
0.06075,2.65825,-0.19875,1,15.48,-18.15,18,14,1
0.05800,2.66300,-0.19475,2,12.79,-20.83,17,12,1
0.05225,2.66625,-0.19525,0,13.00,-20.62,18,16,1
0.06250,2.66700,-0.19975,1,16.90,-14.46,64,62,1
0.06075,2.66450,-0.19650,1,12.91,-20.71,16,14,1
0.06350,2.66425,-0.19725,1,12.87,-20.75,17,15,1
0.05825,2.66850,-0.19950,2,15.52,-15.86,62,60,1
0.05650,2.67150,-0.19875,3,13.84,-17.56,62,59,1
0.06225,2.67075,-0.19825,1,13.45,-17.93,62,60,1
0.05800,2.66650,-0.19250,1,12.92,-20.70,16,15,1
0.06350,2.66450,-0.19475,0,12.47,-21.15,17,14,1
0.06075,2.66550,-0.19375,3,12.14,-21.48,15,13,1
0.05625,2.67025,-0.19325,4,12.01,-19.07,60,55,1
0.03450,2.67475,-0.20775,1,19.69,-11.80,111,107,1
0.03575,2.67575,-0.20650,1,20.80,-10.69,35,30,1
0.03850,2.67200,-0.20625,1,20.20,-11.27,86,83,1
0.03625,2.67525,-0.20800,1,19.81,-11.68,71,67,1
0.03950,2.67275,-0.20500,2,21.07,-10.40,33,28,1
0.03350,2.67925,-0.20725,1,20.66,-10.85,16,14,1
0.03325,2.67975,-0.20625,1,13.09,-17.92,113,106,1
0.03200,2.67950,-0.20550,0,13.33,-17.68,122,114,1
0.03450,2.67825,-0.20575,5,21.26,-10.25,43,38,1
0.03825,2.67725,-0.20475,0,19.85,-11.64,58,53,1
0.03500,2.67250,-0.20050,1,19.23,-12.26,62,58,1
0.03275,2.67575,-0.20075,1,20.63,-10.40,78,71,1
0.03250,2.67725,-0.20175,2,20.14,-10.88,77,70,1
0.03375,2.67750,-0.20125,5,20.53,-10.49,63,56,1
0.03750,2.67850,-0.20250,1,20.83,-10.19,63,56,1
0.03775,2.67600,-0.20025,1,17.33,-14.16,63,59,1
0.04375,2.67800,-0.20625,3,14.82,-16.65,40,35,1
0.04050,2.67900,-0.20450,3,18.04,-13.44,63,58,1
0.04250,2.67900,-0.20425,2,19.31,-11.71,13,10,1
0.04600,2.67650,-0.20500,0,15.88,-15.57,50,45,1
0.04650,2.67875,-0.20425,4,20.56,-10.47,7,2,1
0.04175,2.67275,-0.20400,1,20.92,-10.54,46,40,1
0.04075,2.67200,-0.20075,2,19.06,-12.40,61,57,1
0.04200,2.67425,-0.20050,1,17.88,-13.58,62,58,1
0.04475,2.67375,-0.20350,1,19.39,-12.06,61,56,1
0.04675,2.67225,-0.20075,4,17.34,-14.10,61,59,1
0.04000,2.67900,-0.20275,2,20.75,-10.27,41,33,1
0.04100,2.67950,-0.20225,1,21.84,-9.18,51,43,1
0.03375,2.68300,-0.20725,1,13.14,-17.86,104,97,1
0.03200,2.68200,-0.20625,1,20.77,-10.76,51,46,1
0.03400,2.68250,-0.20675,1,19.46,-12.06,40,37,1
0.03250,2.68275,-0.20500,1,14.01,-16.98,119,111,1
0.03800,2.68100,-0.20750,1,16.48,-15.02,26,22,1
0.03650,2.68000,-0.20550,1,19.12,-12.38,57,52,1
0.03700,2.68075,-0.20500,3,13.40,-17.61,46,39,1
0.03825,2.68075,-0.20600,0,17.23,-14.27,47,42,1
0.03825,2.68025,-0.20450,0,14.32,-16.69,21,18,1
0.03800,2.68225,-0.20575,1,12.10,-18.90,21,18,1
0.03200,2.68550,-0.20725,0,12.76,-18.22,106,98,1
0.03350,2.68425,-0.20600,1,13.72,-17.27,106,99,1
0.03350,2.68450,-0.20475,3,14.13,-16.86,108,101,1
0.03450,2.68575,-0.20550,0,12.73,-18.25,94,88,1
0.03525,2.68775,-0.20600,1,12.05,-18.92,46,40,1
0.03600,2.68525,-0.20725,1,11.92,-19.07,41,36,1
0.03975,2.68550,-0.20575,0,13.16,-17.83,21,18,1
0.03300,2.68075,-0.20375,3,16.38,-14.63,133,125,1
0.03425,2.68025,-0.20350,1,15.96,-15.05,105,100,1
0.03425,2.68075,-0.20225,2,18.73,-12.28,91,86,1
0.03250,2.68200,-0.20250,2,19.13,-11.87,125,120,1
0.03525,2.68300,-0.20300,0,18.14,-12.86,80,76,1
0.03575,2.68050,-0.20175,4,21.10,-9.91,71,65,1
0.03400,2.68150,-0.20100,2,20.74,-10.26,62,54,1
0.03500,2.68350,-0.20050,1,22.02,-8.97,75,67,1
0.03675,2.68250,-0.20375,3,16.88,-14.12,43,36,1
0.03750,2.68350,-0.20325,1,18.64,-12.36,23,17,1
0.03900,2.68300,-0.20400,1,16.63,-14.37,19,16,1
0.03800,2.68125,-0.20200,1,21.70,-9.31,56,49,1
0.03925,2.68150,-0.20150,4,22.37,-8.64,64,56,1
0.03975,2.68025,-0.20025,1,23.01,-8.00,74,69,1
0.03650,2.68200,-0.20100,4,22.16,-8.84,77,70,1
0.03800,2.68225,-0.20075,2,22.54,-8.46,76,71,1
0.03475,2.68400,-0.20400,0,14.39,-16.60,91,83,1
0.04175,2.68250,-0.20800,0,12.67,-18.34,21,18,1
0.04100,2.68050,-0.20475,1,16.58,-14.44,19,16,1
0.04350,2.68125,-0.20500,2,18.13,-12.88,17,14,1
0.04550,2.68375,-0.20650,0,15.87,-15.13,44,37,1
0.04625,2.68025,-0.20525,3,18.86,-12.16,25,22,1
0.04750,2.68050,-0.20600,2,16.70,-14.32,83,77,1
0.04450,2.68250,-0.20575,0,17.64,-13.37,21,17,1
0.04475,2.68200,-0.20450,1,20.25,-10.76,12,9,1
0.04700,2.68350,-0.20475,5,19.33,-11.68,67,62,1
0.04250,2.68600,-0.20725,0,13.27,-17.72,21,16,1
0.04125,2.68500,-0.20525,1,15.71,-15.28,21,18,1
0.04400,2.68450,-0.20700,1,14.30,-16.70,22,17,1
0.04775,2.68575,-0.20550,3,16.22,-14.78,93,88,1
0.04075,2.68125,-0.20350,1,19.97,-11.04,17,10,1
0.04375,2.68050,-0.20375,3,20.85,-10.17,9,5,1
0.04200,2.68200,-0.20275,2,21.53,-9.48,21,14,1
0.04325,2.68250,-0.20250,2,22.22,-8.79,29,21,1
0.04075,2.68150,-0.20075,0,23.14,-7.87,71,66,1
0.04375,2.68000,-0.20125,1,24.37,-6.65,70,65,1
0.04200,2.68150,-0.20025,3,23.65,-7.36,70,65,1
0.04150,2.68350,-0.20150,3,23.41,-7.59,56,49,1
0.04475,2.68100,-0.20325,1,21.85,-9.17,13,7,1
0.04600,2.68075,-0.20275,1,22.21,-8.81,27,20,1
0.04700,2.68350,-0.20350,2,20.92,-10.09,18,11,1
0.04700,2.68275,-0.20225,1,22.80,-8.21,36,28,1
0.04575,2.68150,-0.20150,0,24.60,-6.42,60,53,1
0.04475,2.68175,-0.20075,2,24.77,-6.24,68,63,1
0.04425,2.68375,-0.20175,4,24.25,-6.75,47,40,1
0.04575,2.68250,-0.20025,3,24.46,-6.55,65,60,1
0.04725,2.68200,-0.20100,3,23.86,-7.15,65,60,1
0.03275,2.67525,-0.19675,6,14.83,-16.20,76,69,1
0.03425,2.67525,-0.19625,3,15.40,-15.63,75,70,1
0.03825,2.67475,-0.19625,2,13.76,-17.28,69,64,1
0.03375,2.67725,-0.20000,1,20.73,-10.29,80,72,1
0.03425,2.67700,-0.19975,1,17.45,-14.05,62,60,1
0.03200,2.67825,-0.19925,5,20.33,-10.69,79,72,1
0.03350,2.67800,-0.19875,2,20.08,-10.94,86,79,1
0.03575,2.67975,-0.19925,1,21.82,-9.19,101,93,1
0.03475,2.67900,-0.19850,1,20.64,-10.38,94,87,1
0.03250,2.67700,-0.19800,3,18.13,-12.89,79,72,1
0.03350,2.67750,-0.19750,2,18.77,-12.25,83,76,1
0.03475,2.67775,-0.19725,6,18.12,-12.90,84,78,1
0.03750,2.67825,-0.19875,1,21.60,-9.42,85,80,1
0.03900,2.67850,-0.19975,0,16.75,-14.74,61,57,1
0.03875,2.67875,-0.19825,2,19.57,-11.45,76,71,1
0.03650,2.67675,-0.19675,0,16.56,-14.47,76,73,1
0.03600,2.67875,-0.19800,4,19.99,-11.03,88,83,1
0.03750,2.67825,-0.19750,0,18.10,-12.92,81,76,1
0.03300,2.67425,-0.19500,2,12.33,-19.17,57,53,1
0.03300,2.67400,-0.19425,0,12.53,-18.51,68,63,1
0.03550,2.67450,-0.19475,0,12.25,-18.79,69,64,1
0.03450,2.67325,-0.19375,0,12.39,-18.65,66,61,1
0.03300,2.67400,-0.19300,2,13.03,-18.01,63,58,1
0.03925,2.67550,-0.19450,0,12.01,-19.03,62,57,1
0.03475,2.67675,-0.19575,0,13.01,-18.49,67,63,1
0.03475,2.67825,-0.19600,3,15.41,-15.61,76,71,1
0.03400,2.67875,-0.19600,0,13.63,-17.88,69,65,1
0.03475,2.67750,-0.19225,0,12.24,-18.78,62,57,1
0.03775,2.67675,-0.19475,1,12.15,-18.88,66,60,1
0.03625,2.67725,-0.19425,0,11.60,-19.43,67,62,1
0.03775,2.67700,-0.19350,1,11.79,-19.24,61,56,1
0.03650,2.67650,-0.19300,1,11.63,-19.40,62,57,1
0.03925,2.67625,-0.19325,1,11.46,-19.57,60,55,1
0.03725,2.67800,-0.19375,0,11.20,-20.29,56,53,1
0.04350,2.67450,-0.19675,1,14.28,-16.77,64,59,1
0.04650,2.67425,-0.20000,1,15.75,-15.70,61,57,1
0.04025,2.67750,-0.19925,0,21.59,-9.44,75,69,1
0.04125,2.67900,-0.19850,2,21.03,-9.99,73,65,1
0.04000,2.67875,-0.19775,0,18.20,-12.82,74,66,1
0.04250,2.67875,-0.19775,2,18.75,-12.27,70,63,1
0.04400,2.67975,-0.20000,1,23.30,-7.72,67,62,1
0.04500,2.67975,-0.19950,3,22.49,-8.53,68,62,1
0.04525,2.67875,-0.19825,1,19.85,-11.18,63,58,1
0.04400,2.67975,-0.19875,1,20.48,-10.54,66,61,1
0.04125,2.67200,-0.19425,1,11.16,-19.90,61,56,1
0.04350,2.67475,-0.19275,0,10.65,-20.81,56,54,1
0.04625,2.67375,-0.19450,4,9.98,-21.07,63,56,1
0.04750,2.67425,-0.19400,1,9.97,-21.08,62,56,1
0.04000,2.67625,-0.19525,2,12.12,-19.36,63,60,1
0.04000,2.67800,-0.19425,0,10.98,-20.50,58,56,1
0.04275,2.67850,-0.19525,0,10.16,-20.86,62,57,1
0.04225,2.67950,-0.19550,5,13.11,-18.37,61,57,1
0.04325,2.67625,-0.19400,1,9.67,-21.37,61,56,1
0.04375,2.67650,-0.19375,1,11.42,-20.04,57,55,1
0.04300,2.67700,-0.19225,4,10.55,-20.92,57,55,1
0.04575,2.67650,-0.19575,2,11.17,-19.87,61,56,1
0.04675,2.67700,-0.19525,4,10.71,-20.33,62,57,1
0.04425,2.67800,-0.19475,4,9.40,-21.63,64,57,1
0.04425,2.67800,-0.19350,0,9.90,-21.13,63,56,1
0.04425,2.67800,-0.19250,0,10.43,-20.60,61,56,1
0.03450,2.68050,-0.19975,1,21.16,-9.85,80,71,1
0.03425,2.68025,-0.19950,0,16.61,-14.90,61,59,1
0.03700,2.68050,-0.19975,2,22.40,-8.61,87,80,1
0.03825,2.68000,-0.19950,2,21.95,-9.06,78,73,1
0.03300,2.68500,-0.19925,0,15.66,-15.87,60,56,1
0.03275,2.68675,-0.19850,2,14.73,-16.81,61,57,1
0.03200,2.68575,-0.19650,1,13.60,-17.94,60,58,1
0.03450,2.68725,-0.19750,1,13.85,-17.68,61,59,1
0.03875,2.68425,-0.19625,3,13.54,-17.45,73,65,1
0.03525,2.68150,-0.19550,1,13.36,-17.64,75,70,1
0.03575,2.68275,-0.19500,1,12.14,-19.37,55,53,1
0.03275,2.68150,-0.19225,4,12.43,-18.57,65,60,1
0.03600,2.68075,-0.19575,0,12.58,-18.93,61,59,1
0.03825,2.68075,-0.19575,0,12.14,-18.87,71,64,1
0.03925,2.68200,-0.19525,2,11.65,-19.35,68,62,1
0.03500,2.68500,-0.19450,1,12.42,-19.10,55,51,1
0.03325,2.68575,-0.19325,3,11.72,-19.26,70,65,1
0.03925,2.68700,-0.19575,4,12.48,-19.03,57,53,1
0.03625,2.68400,-0.19225,1,11.72,-19.27,60,55,1
0.03825,2.68425,-0.19350,5,12.75,-18.76,54,50,1
0.03850,2.68575,-0.19250,5,13.02,-18.49,52,50,1
0.03825,2.68650,-0.19250,0,11.13,-19.85,61,56,1
0.04125,2.68000,-0.19950,1,15.16,-16.32,61,57,1
0.04275,2.68050,-0.19875,3,13.90,-17.58,61,57,1
0.04050,2.68300,-0.19950,1,22.47,-8.53,70,65,1
0.04200,2.68200,-0.19900,1,22.17,-8.84,69,64,1
0.04075,2.68125,-0.19700,4,15.80,-15.21,70,63,1
0.04325,2.68325,-0.19725,3,16.39,-14.61,65,60,1
0.04750,2.68100,-0.19975,1,22.88,-8.14,64,59,1
0.04450,2.68100,-0.19775,3,13.03,-18.44,61,57,1
0.04475,2.68150,-0.19675,4,15.69,-15.32,63,58,1
0.04600,2.68075,-0.19650,1,15.28,-15.74,61,56,1
0.04625,2.68150,-0.19700,3,12.23,-19.24,60,56,1
0.04575,2.68250,-0.19775,4,19.58,-11.43,62,57,1
0.04300,2.68600,-0.19625,0,11.41,-20.08,58,56,1
0.04525,2.68425,-0.19900,2,22.68,-8.32,65,60,1
0.04675,2.68450,-0.19850,2,21.19,-9.81,62,57,1
0.04625,2.68625,-0.19700,2,18.03,-12.96,59,56,1
0.04350,2.68175,-0.19600,1,12.28,-18.73,62,57,1
0.04025,2.68325,-0.19575,2,12.22,-18.78,69,63,1
0.04025,2.68300,-0.19450,4,10.59,-20.41,63,58,1
0.04050,2.68075,-0.19275,2,11.36,-20.13,57,55,1
0.04000,2.68450,-0.19325,1,10.42,-20.57,61,56,1
0.04125,2.68525,-0.19275,1,9.83,-21.16,61,56,1
0.04650,2.68500,-0.19550,0,11.10,-20.38,60,58,1
0.04725,2.68750,-0.19525,1,10.95,-20.03,59,54,1
0.04550,2.68475,-0.19250,3,9.95,-21.05,63,56,1
0.04850,2.67275,-0.20800,1,15.30,-16.13,36,34,1
0.04925,2.67875,-0.20425,2,19.60,-11.43,23,17,1
0.05450,2.67650,-0.20800,0,13.77,-17.65,112,110,1
0.05575,2.67750,-0.20725,2,14.94,-16.48,111,109,1
0.04925,2.67200,-0.20275,1,18.21,-13.22,62,57,1
0.05125,2.67225,-0.20325,0,16.94,-14.48,55,50,1
0.04925,2.67875,-0.20300,3,21.26,-9.77,38,30,1
0.06375,2.67475,-0.20550,0,17.78,-13.60,74,72,1
0.05925,2.67625,-0.20625,4,16.33,-15.07,105,103,1
0.06275,2.67875,-0.20675,2,13.81,-17.59,25,23,1
0.06275,2.67725,-0.20600,4,15.69,-15.70,29,27,1
0.04950,2.68325,-0.20625,0,13.88,-17.13,96,89,1
0.05450,2.68200,-0.20750,0,15.55,-15.89,73,71,1
0.04975,2.68775,-0.20800,4,14.62,-16.86,17,14,1
0.05000,2.68625,-0.20725,1,12.29,-18.71,98,91,1
0.05125,2.68650,-0.20800,1,11.94,-19.06,98,92,1
0.04900,2.68475,-0.20500,0,16.15,-14.85,89,84,1
0.05175,2.68550,-0.20425,3,17.19,-13.81,87,82,1
0.05000,2.68725,-0.20575,4,14.29,-16.70,97,90,1
0.05275,2.68600,-0.20775,2,10.78,-20.22,99,92,1
0.05300,2.68575,-0.20525,0,14.49,-16.51,96,89,1
0.04975,2.68125,-0.20275,1,21.13,-9.89,34,27,1
0.05150,2.68025,-0.20350,4,19.25,-11.78,26,22,1
0.04975,2.68200,-0.20375,1,19.26,-11.76,33,28,1
0.05075,2.68275,-0.20225,1,20.75,-10.26,41,34,1
0.04850,2.68175,-0.20175,4,22.16,-8.86,58,50,1
0.04975,2.68175,-0.20125,3,21.57,-9.45,61,56,1
0.04875,2.68150,-0.20050,2,22.76,-8.26,63,58,1
0.05125,2.68150,-0.20100,2,21.09,-9.93,61,56,1
0.05325,2.68375,-0.20275,2,19.87,-11.14,45,39,1
0.05150,2.68625,-0.20300,1,19.89,-11.11,51,46,1
0.05550,2.68550,-0.20325,1,19.55,-11.46,65,61,1
0.05450,2.68500,-0.20225,4,20.40,-10.61,53,46,1
0.05250,2.68750,-0.20400,1,17.17,-13.82,89,84,1
0.05200,2.68400,-0.20175,2,21.04,-9.97,49,41,1
0.05325,2.68475,-0.20150,1,21.15,-9.86,54,46,1
0.05200,2.68475,-0.20050,2,21.43,-9.58,60,55,1
0.05275,2.68600,-0.20025,1,21.73,-9.27,60,55,1
0.05400,2.68725,-0.20100,1,21.75,-9.24,56,47,1
0.05525,2.68700,-0.20050,0,23.21,-7.79,61,54,1
0.06375,2.68000,-0.20700,0,12.64,-18.76,27,25,1
0.05925,2.68700,-0.20475,3,20.69,-10.31,21,16,1
0.06150,2.68775,-0.20600,1,18.86,-12.14,22,19,1
0.06025,2.68725,-0.20425,3,21.81,-9.19,17,15,1
0.05700,2.68475,-0.20300,1,21.78,-9.23,32,25,1
0.05775,2.68725,-0.20375,4,21.13,-9.87,19,14,1
0.05800,2.68600,-0.20250,5,24.26,-6.75,28,21,1
0.05925,2.68700,-0.20225,5,26.08,-4.92,29,22,1
0.05625,2.68775,-0.20150,3,23.68,-7.31,44,37,1
0.05800,2.68600,-0.20125,6,26.45,-4.56,55,48,1
0.05900,2.68725,-0.20075,1,28.52,-2.48,55,50,1
0.06325,2.68550,-0.20300,5,24.43,-6.58,14,7,1
0.06050,2.68650,-0.20300,5,24.07,-6.94,12,7,1
0.06150,2.68750,-0.20250,5,25.33,-5.67,17,12,1
0.06325,2.68500,-0.20175,5,25.82,-5.20,51,46,1
0.06325,2.68575,-0.20050,3,26.48,-4.53,58,53,1
0.06175,2.68675,-0.20100,1,26.20,-4.81,56,50,1
0.06025,2.68775,-0.20050,5,27.27,-3.73,55,50,1
0.04900,2.67900,-0.19800,4,18.56,-12.47,60,55,1
0.04875,2.67450,-0.19350,0,9.99,-21.06,61,56,1
0.05050,2.67825,-0.19250,2,11.07,-19.97,59,54,1
0.05525,2.67950,-0.19575,0,10.42,-21.01,60,56,1
0.05450,2.67850,-0.19400,3,12.15,-18.89,61,56,1
0.05575,2.67825,-0.19250,3,11.46,-19.58,60,55,1
0.05625,2.67375,-0.19775,1,12.71,-18.70,61,57,1
0.06025,2.67200,-0.19700,1,11.74,-19.65,61,57,1
0.06075,2.67525,-0.19700,3,10.69,-20.70,63,59,1
0.06100,2.67525,-0.19425,1,10.64,-20.75,60,56,1
0.05625,2.67625,-0.19500,0,12.17,-18.88,62,55,1
0.05975,2.67775,-0.19475,0,9.98,-21.43,59,57,1
0.05750,2.67650,-0.19225,2,12.03,-19.02,59,54,1
0.05750,2.67975,-0.19225,1,9.71,-21.71,58,56,1
0.06350,2.67650,-0.19525,1,9.77,-21.62,60,56,1
0.06075,2.67700,-0.19350,1,9.59,-21.81,57,55,1
0.06075,2.67975,-0.19325,1,11.26,-19.78,58,53,1
0.06375,2.67825,-0.19325,0,10.15,-21.24,58,56,1
0.05000,2.68050,-0.19900,2,19.35,-11.67,60,55,1
0.04850,2.68225,-0.19925,4,21.74,-9.27,61,56,1
0.04950,2.68300,-0.20000,1,21.30,-9.71,62,57,1
0.05075,2.68275,-0.19950,6,20.55,-10.46,59,54,1
0.05075,2.68275,-0.19825,1,18.21,-12.80,58,53,1
0.05075,2.68375,-0.19700,2,14.65,-16.36,58,53,1
0.05375,2.68150,-0.19900,4,20.17,-10.85,61,56,1
0.05200,2.68375,-0.19925,3,20.23,-10.78,61,56,1
0.05500,2.68225,-0.19875,4,20.14,-10.88,58,53,1
0.05225,2.68250,-0.19675,0,13.29,-17.73,60,55,1
0.04900,2.68525,-0.19625,1,12.38,-18.62,57,52,1
0.04875,2.68625,-0.19750,1,15.64,-15.35,59,54,1
0.05150,2.68625,-0.19800,1,17.22,-13.78,61,56,1
0.05550,2.68525,-0.19825,2,20.65,-10.36,58,53,1
0.05300,2.68500,-0.19775,2,17.93,-13.07,59,54,1
0.05450,2.68425,-0.19725,1,17.21,-13.80,60,55,1
0.05275,2.68600,-0.19650,0,13.84,-17.16,59,54,1
0.04825,2.68300,-0.19400,1,10.61,-20.40,61,56,1
0.05225,2.68275,-0.19525,0,11.38,-19.63,63,57,1
0.05275,2.68075,-0.19300,0,11.63,-19.39,62,57,1
0.04925,2.68475,-0.19500,0,10.43,-20.57,60,55,1
0.04800,2.68475,-0.19275,0,10.99,-20.01,59,54,1
0.05050,2.68400,-0.19325,1,10.99,-20.02,61,56,1
0.05200,2.68450,-0.19425,3,11.74,-19.26,63,58,1
0.05575,2.68500,-0.19425,1,11.44,-19.57,60,55,1
0.05375,2.68750,-0.19600,2,13.05,-17.94,59,54,1
0.05450,2.68475,-0.19350,1,12.29,-18.72,62,55,1
0.05850,2.68375,-0.19625,0,16.20,-14.82,58,53,1
0.05675,2.68625,-0.19900,1,24.22,-6.78,57,52,1
0.05775,2.68700,-0.19850,3,25.48,-5.52,57,52,1
0.05800,2.68650,-0.20000,6,26.72,-4.28,58,53,1
0.05925,2.68700,-0.19950,2,27.80,-3.20,57,52,1
0.05800,2.68575,-0.19750,1,21.24,-9.77,57,52,1
0.05650,2.68600,-0.19775,1,21.76,-9.24,56,51,1
0.06000,2.68400,-0.19850,1,25.66,-5.36,58,53,1
0.06325,2.68550,-0.19925,4,25.02,-5.99,57,52,1
0.06075,2.68600,-0.19925,2,26.34,-4.67,55,50,1
0.06175,2.68775,-0.19850,1,23.99,-7.01,57,52,1
0.06200,2.68600,-0.19975,2,26.04,-4.97,57,52,1
0.06000,2.68400,-0.19700,1,20.21,-10.81,57,52,1
0.06250,2.68425,-0.19750,5,20.18,-10.84,59,52,1
0.06050,2.68675,-0.19775,0,23.44,-7.56,57,52,1
0.06300,2.68775,-0.19800,1,21.82,-9.18,56,51,1
0.06300,2.68675,-0.19675,6,18.98,-12.03,59,52,1
0.05775,2.68100,-0.19550,2,12.82,-18.21,58,53,1
0.05975,2.68375,-0.19450,1,11.21,-19.81,59,54,1
0.05775,2.68100,-0.19400,1,11.63,-19.40,58,53,1
0.05775,2.68100,-0.19275,0,11.75,-19.28,59,54,1
0.05625,2.68200,-0.19325,2,11.38,-19.64,61,56,1
0.05875,2.68300,-0.19375,0,11.67,-19.35,58,53,1
0.06150,2.68250,-0.19425,1,11.29,-19.74,58,53,1
0.06300,2.68125,-0.19250,0,10.95,-20.08,58,53,1
0.06150,2.68250,-0.19300,0,11.22,-19.80,59,54,1
0.06150,2.68725,-0.19475,2,11.74,-19.26,62,55,1
-0.06075,2.69125,-0.25475,2,10.08,-20.81,57,39,1
-0.05825,2.69100,-0.25500,0,12.17,-18.72,140,131,1
-0.05675,2.69150,-0.25325,0,11.49,-19.40,141,131,1
-0.06050,2.69025,-0.24850,25,3.55,-27.34,47,28,1
-0.05925,2.69150,-0.25025,1,10.45,-20.44,104,93,1
-0.05800,2.69125,-0.25000,1,12.27,-18.62,137,127,1
-0.05800,2.69150,-0.24875,4,11.41,-19.48,136,126,1
-0.06100,2.69475,-0.25175,1,9.68,-21.19,54,35,1
-0.05950,2.69300,-0.25150,1,11.51,-19.37,120,110,1
-0.05725,2.69575,-0.24925,1,11.82,-19.04,137,128,1
-0.05200,2.69250,-0.25250,1,12.62,-18.27,115,106,1
-0.05250,2.68825,-0.24975,2,12.30,-18.61,135,127,1
-0.04900,2.69100,-0.24950,8,13.80,-17.09,71,64,1
-0.05475,2.69575,-0.25050,2,12.25,-18.62,138,130,1
-0.05325,2.69475,-0.25025,0,12.76,-18.11,133,125,1
-0.05425,2.69200,-0.24825,2,12.38,-18.51,135,127,1
-0.05450,2.69425,-0.24925,2,12.22,-18.65,138,130,1
