XYZ[0][m],XYZ[1][m],XYZ[2][m],Deviation[],Amplitude[dB],Reflectance[dB],True Color[0][],True Color[2][],True Color[3][]
0.02875,2.65825,-0.20450,4,20.38,-11.09,64,67,1
0.03050,2.65850,-0.20525,1,21.40,-10.06,63,61,1
0.02850,2.66175,-0.20750,2,20.34,-11.14,31,27,1
0.03075,2.66200,-0.20525,5,26.51,-4.96,17,16,1
0.02500,2.65600,-0.20325,2,19.63,-11.85,67,66,1
0.02725,2.65600,-0.20375,4,19.80,-11.67,77,76,1
0.02675,2.65625,-0.20100,5,23.82,-7.65,60,56,1
0.02875,2.65650,-0.20275,2,20.79,-10.67,39,35,1
0.03050,2.65625,-0.20325,1,20.65,-12.98,11,11,1
0.03175,2.65775,-0.20250,0,22.34,-9.11,37,30,1
0.02850,2.65675,-0.20150,1,22.87,-8.59,59,54,1
0.02850,2.65875,-0.20200,4,21.88,-9.59,58,53,1
0.02825,2.65875,-0.20050,5,23.05,-8.42,60,58,1
0.03175,2.65975,-0.20175,3,22.14,-9.32,59,53,1
0.03025,2.65900,-0.20100,2,21.99,-9.47,61,57,1
0.03075,2.66200,-0.20400,4,25.63,-5.84,16,14,1
0.03025,2.66225,-0.20275,1,24.35,-7.12,55,49,1
0.02850,2.66175,-0.20075,3,21.91,-9.57,60,56,1
0.03150,2.66175,-0.20125,1,22.09,-9.38,62,59,1
0.02675,2.66700,-0.20075,1,21.01,-10.49,62,59,1
0.02450,2.67025,-0.20025,3,20.27,-11.25,64,60,1
0.02375,2.65675,-0.19925,5,24.12,-7.36,53,51,1
0.02375,2.65850,-0.19950,8,24.78,-6.71,51,47,1
0.01625,2.66100,-0.19625,0,17.68,-15.95,38,34,1
0.02750,2.65750,-0.20000,4,24.41,-7.06,58,56,1
0.02775,2.65750,-0.19750,3,23.32,-8.15,39,39,1
0.02900,2.65825,-0.19925,3,24.79,-6.68,63,61,1
0.02950,2.65975,-0.19975,3,23.92,-7.55,61,58,1
0.02925,2.65975,-0.19850,4,23.65,-7.82,62,60,1
0.02875,2.65850,-0.19775,1,22.89,-8.58,54,52,1
0.02550,2.66100,-0.19650,1,20.16,-11.33,58,53,1
0.02450,2.66325,-0.19750,4,21.40,-10.10,55,51,1
0.02675,2.66350,-0.19675,4,19.97,-11.52,54,50,1
0.02800,2.66250,-0.19925,5,23.32,-8.16,64,60,1
0.02900,2.66350,-0.19850,2,22.08,-9.40,62,58,1
0.02550,2.65750,-0.19425,1,19.52,-11.96,47,42,1
0.02625,2.65850,-0.19600,2,20.46,-11.02,56,52,1
0.02575,2.65725,-0.19275,1,17.79,-13.68,57,52,1
0.02825,2.65875,-0.19500,0,15.53,-15.94,58,55,1
0.03075,2.65700,-0.19375,1,12.53,-18.92,56,54,1
0.02900,2.65825,-0.19250,0,12.00,-19.47,55,51,1
0.02650,2.66175,-0.19575,1,17.58,-13.91,56,53,1
0.02700,2.66325,-0.19525,1,15.41,-16.08,56,54,1
0.03050,2.66225,-0.19450,2,13.61,-17.86,57,54,1
0.02900,2.66350,-0.19325,0,11.42,-20.06,54,50,1
0.01850,2.66725,-0.19775,6,24.91,-6.15,34,29,1
0.02375,2.66700,-0.19650,5,18.29,-12.78,65,60,1
0.01925,2.66900,-0.19825,4,24.85,-6.20,12,9,1
0.01825,2.66875,-0.19650,8,25.52,-5.53,24,17,1
0.01625,2.67100,-0.19700,0,24.94,-6.10,62,57,1
0.01900,2.67000,-0.19700,4,26.28,-4.77,12,6,1
0.02375,2.67175,-0.19950,1,21.90,-9.14,69,61,1
0.02375,2.67100,-0.19900,1,20.44,-11.08,59,55,1
0.02000,2.67150,-0.19650,2,25.79,-5.25,41,36,1
0.02375,2.67100,-0.19625,3,16.62,-14.90,55,53,1
0.02350,2.66750,-0.19525,4,18.11,-12.95,57,52,1
0.02300,2.66425,-0.19225,6,17.73,-13.35,49,44,1
0.01775,2.67075,-0.19525,3,25.53,-5.51,18,11,1
0.01625,2.67175,-0.19575,2,24.98,-6.05,56,51,1
0.01625,2.67100,-0.19450,3,24.66,-6.38,57,52,1
0.01775,2.66975,-0.19275,4,23.27,-7.77,16,9,1
0.01650,2.67025,-0.19325,4,23.77,-7.27,44,38,1
0.01775,2.67075,-0.19400,3,25.25,-5.79,17,10,1
0.02050,2.66950,-0.19525,2,25.59,-5.46,47,42,1
0.02200,2.66900,-0.19450,2,22.01,-9.04,54,49,1
0.02200,2.67000,-0.19575,1,22.38,-8.67,63,58,1
0.02225,2.66800,-0.19325,1,19.25,-11.81,47,42,1
0.02325,2.66900,-0.19250,0,15.95,-15.10,48,43,1
0.02050,2.67025,-0.19375,1,23.14,-7.91,44,39,1
0.02050,2.67000,-0.19250,1,21.22,-9.83,44,39,1
0.02600,2.66400,-0.19825,3,22.10,-9.39,56,52,1
0.02600,2.66725,-0.19825,1,21.03,-10.47,54,52,1
0.02575,2.66600,-0.19750,2,21.29,-10.21,50,47,1
0.02450,2.66675,-0.19625,2,18.55,-12.96,57,54,1
0.02825,2.66400,-0.20000,0,21.52,-9.97,62,60,1
0.02475,2.66825,-0.19950,1,20.84,-10.67,63,60,1
0.02450,2.67000,-0.19825,2,20.04,-11.01,72,62,1
0.02650,2.67075,-0.19950,2,20.36,-11.15,66,62,1
0.02475,2.66850,-0.19700,1,19.17,-12.34,52,47,1
0.02575,2.67050,-0.19800,3,18.94,-12.11,72,60,1
0.02550,2.67100,-0.19675,3,17.66,-13.39,69,55,1
0.03075,2.67100,-0.19900,1,19.92,-11.58,68,64,1
0.02750,2.66625,-0.19525,0,15.38,-16.12,57,52,1
0.02775,2.66725,-0.19350,1,15.72,-15.35,60,54,1
0.02775,2.66700,-0.19225,0,16.20,-14.87,58,51,1
0.02900,2.66700,-0.19475,0,13.11,-18.38,57,55,1
0.02550,2.67150,-0.19550,3,17.06,-13.98,64,56,1
0.02625,2.67100,-0.19550,0,14.97,-16.54,56,54,1
0.02425,2.67050,-0.19325,3,15.78,-15.27,51,46,1
0.02550,2.67150,-0.19300,1,16.00,-15.04,57,52,1
0.02950,2.66825,-0.19250,2,10.93,-20.56,56,54,1
0.03125,2.66950,-0.19325,2,14.43,-16.63,63,57,1
0.02950,2.67175,-0.19250,0,16.27,-14.78,63,56,1
0.00000,2.67400,-0.20775,1,12.83,-18.18,22,19,1
0.00000,2.67400,-0.20650,1,13.20,-17.81,22,18,1
0.00275,2.67375,-0.20550,1,16.02,-14.99,23,18,1
0.00125,2.67400,-0.20600,5,14.07,-16.94,22,17,1
0.00625,2.67575,-0.20650,0,16.49,-14.52,41,36,1
0.00400,2.67325,-0.20550,1,17.56,-13.46,32,27,1
0.00350,2.67600,-0.20775,2,14.23,-16.77,31,26,1
0.00175,2.67825,-0.20800,1,13.68,-17.31,21,16,1
0.00050,2.67875,-0.20700,1,13.24,-17.74,22,19,1
0.00475,2.67750,-0.20700,1,15.46,-15.53,39,34,1
0.00400,2.67275,-0.20275,1,22.68,-8.34,17,10,1
0.00800,2.67375,-0.20750,1,16.22,-14.80,84,79,1
0.01175,2.67275,-0.20625,5,14.46,-16.57,97,90,1
0.00900,2.67575,-0.20700,0,14.85,-16.16,97,90,1
0.01025,2.67575,-0.20775,4,14.39,-16.62,99,92,1
0.01075,2.67350,-0.20575,0,15.87,-15.15,93,88,1
0.01325,2.67250,-0.20550,0,14.52,-16.51,93,88,1
0.01325,2.67350,-0.20425,0,16.72,-14.30,78,75,1
0.01450,2.67425,-0.20500,0,15.25,-15.77,93,87,1
0.01550,2.67525,-0.20450,0,15.75,-15.27,92,87,1
0.01000,2.67725,-0.20650,0,14.66,-16.34,99,93,1
0.01125,2.67725,-0.20700,2,14.52,-16.48,99,92,1
0.00825,2.67975,-0.20550,2,15.73,-15.26,94,88,1
0.01275,2.67675,-0.20650,3,13.80,-17.21,96,89,1
0.01400,2.67625,-0.20625,1,13.55,-17.46,96,89,1
0.01525,2.67750,-0.20700,1,13.81,-17.20,97,89,1
0.01350,2.67850,-0.20725,5,13.85,-17.15,97,90,1
0.01500,2.67775,-0.20575,0,14.18,-16.82,97,89,1
0.01075,2.67275,-0.20050,1,21.83,-9.19,65,60,1
0.01475,2.67200,-0.20375,2,17.41,-13.62,62,57,1
0.01475,2.67225,-0.20250,3,19.88,-11.15,48,40,1
0.01550,2.67550,-0.20075,2,22.37,-8.64,70,62,1
0.01175,2.68025,-0.20750,5,14.78,-16.21,98,91,1
0.00425,2.67300,-0.19275,1,11.33,-19.69,65,58,1
0.00700,2.67200,-0.19275,0,13.74,-17.28,63,58,1
0.00925,2.67350,-0.19725,3,17.58,-13.44,65,60,1
0.01475,2.67200,-0.19750,2,22.21,-8.82,63,58,1
0.00975,2.67275,-0.19350,1,19.87,-11.15,63,58,1
0.00800,2.67300,-0.19375,1,15.15,-18.47,34,31,1
0.00800,2.67375,-0.19375,2,16.16,-14.86,63,58,1
0.01750,2.67275,-0.20675,1,13.75,-17.28,82,75,1
0.01700,2.67500,-0.20775,2,13.65,-17.37,82,74,1
0.01825,2.67525,-0.20700,2,13.90,-17.12,35,28,1
0.01750,2.67775,-0.20800,1,13.72,-17.29,34,27,1
0.01900,2.67825,-0.20650,3,13.61,-17.40,24,20,1
0.01750,2.67775,-0.20425,3,18.06,-12.95,49,42,1
0.01900,2.67725,-0.20500,2,15.76,-15.25,26,22,1
0.01625,2.67850,-0.20525,0,15.00,-16.00,87,80,1
0.01725,2.67975,-0.20525,5,14.35,-16.65,38,31,1
0.02125,2.67900,-0.20625,3,14.62,-16.38,20,17,1
0.02025,2.67750,-0.20450,0,18.20,-12.81,22,19,1
0.02325,2.67600,-0.20450,0,17.79,-13.23,35,31,1
0.02125,2.67900,-0.20500,2,16.17,-14.83,22,19,1
0.02250,2.67950,-0.20575,2,15.77,-15.23,25,20,1
0.01625,2.67275,-0.20325,3,18.66,-12.37,65,60,1
0.01725,2.67325,-0.20275,1,20.73,-10.30,64,59,1
0.01875,2.67250,-0.20325,1,20.26,-10.77,46,39,1
0.01975,2.67300,-0.20275,6,21.97,-9.06,39,31,1
0.01700,2.67500,-0.20400,2,17.93,-13.09,82,77,1
0.01925,2.67550,-0.20375,2,20.00,-11.02,26,23,1
0.01600,2.67350,-0.20200,2,20.75,-10.28,60,53,1
0.01850,2.67325,-0.20075,6,23.89,-7.14,44,39,1
0.01700,2.67425,-0.20025,1,23.57,-7.45,63,58,1
0.01825,2.67475,-0.20200,7,22.37,-8.65,50,42,1
0.02375,2.67275,-0.20325,1,20.54,-10.50,36,30,1
0.02075,2.67500,-0.20325,1,20.96,-10.06,23,19,1
0.02050,2.67575,-0.20200,4,23.39,-7.63,46,38,1
0.02075,2.67575,-0.20075,0,24.68,-6.34,65,60,1
0.02200,2.67550,-0.20150,5,23.51,-7.51,67,59,1
0.01675,2.67600,-0.20150,1,22.36,-8.65,60,54,1
0.01925,2.67625,-0.20125,4,24.52,-6.49,50,45,1
0.02200,2.67625,-0.20400,2,19.57,-11.45,23,20,1
0.02200,2.67650,-0.20250,6,21.91,-9.11,35,28,1
0.02325,2.67600,-0.20200,3,22.06,-8.96,55,48,1
0.02275,2.67725,-0.20075,1,23.37,-7.64,74,68,1
0.02625,2.67425,-0.20500,0,18.80,-12.23,32,28,1
0.02900,2.67425,-0.20775,1,15.62,-15.42,104,98,1
0.02875,2.67500,-0.20625,2,16.10,-14.93,104,97,1
0.03175,2.67400,-0.20650,1,13.87,-17.17,120,113,1
0.03050,2.67300,-0.20600,5,15.47,-15.57,114,107,1
0.02675,2.67750,-0.20800,2,16.02,-15.00,87,80,1
0.02575,2.67775,-0.20600,0,17.12,-13.89,47,40,1
0.02425,2.67725,-0.20425,1,19.15,-11.87,31,26,1
0.02700,2.67750,-0.20425,1,19.08,-11.94,57,54,1
0.02425,2.67800,-0.20550,2,17.27,-13.74,38,33,1
0.02975,2.67775,-0.20700,6,14.88,-16.14,109,102,1
0.03050,2.67875,-0.20750,0,13.65,-17.36,112,105,1
0.02950,2.67800,-0.20450,1,17.21,-13.81,109,102,1
0.02800,2.67950,-0.20500,1,17.58,-13.43,102,96,1
0.02675,2.67250,-0.20375,1,20.25,-10.79,29,24,1
0.02450,2.67550,-0.20300,2,21.10,-9.92,29,21,1
0.02750,2.67500,-0.20300,3,20.82,-10.21,38,32,1
0.02475,2.67575,-0.20175,2,22.34,-8.68,66,60,1
0.02925,2.67375,-0.20400,2,19.46,-11.58,45,40,1
0.03000,2.67550,-0.20325,3,19.22,-11.81,57,50,1
0.03125,2.67500,-0.20275,1,18.86,-12.17,62,55,1
0.03025,2.67450,-0.20200,3,20.68,-10.35,72,65,1
0.03125,2.67575,-0.20125,5,20.25,-10.78,76,69,1
0.02575,2.67700,-0.20225,2,21.98,-9.04,47,40,1
0.02425,2.67700,-0.20025,2,22.47,-8.54,73,66,1
0.02700,2.67775,-0.20175,7,22.02,-8.99,57,50,1
0.02700,2.67675,-0.20050,1,22.25,-8.77,72,65,1
0.02575,2.67800,-0.20100,1,22.66,-8.35,71,64,1
0.02850,2.67650,-0.20250,1,21.31,-9.71,45,38,1
0.03050,2.67875,-0.20375,1,16.57,-14.44,114,107,1
0.02850,2.67650,-0.20125,1,22.13,-8.89,71,65,1
0.02950,2.67850,-0.20075,1,21.13,-9.88,73,67,1
0.01850,2.68050,-0.20725,2,13.27,-17.72,23,20,1
0.01950,2.68225,-0.20775,2,14.95,-16.03,21,18,1
0.02250,2.68025,-0.20700,3,15.57,-15.43,23,20,1
0.02350,2.68150,-0.20650,0,15.85,-15.14,35,32,1
0.02325,2.68375,-0.20750,0,16.26,-14.72,27,23,1
0.02000,2.68000,-0.20575,0,14.48,-16.52,22,19,1
0.01875,2.68575,-0.20650,3,14.07,-16.89,22,19,1
0.02050,2.68400,-0.20725,2,15.10,-15.88,21,18,1
0.02650,2.68000,-0.20675,3,16.22,-14.78,87,80,1
0.02625,2.68075,-0.20550,4,17.84,-13.16,84,77,1
0.03150,2.68050,-0.20700,0,12.90,-18.11,113,106,1
0.03150,2.68250,-0.20775,3,19.95,-11.58,18,15,1
0.03175,2.68050,-0.20425,0,15.48,-15.53,131,123,1
0.02975,2.68325,-0.20500,5,14.41,-16.58,119,112,1
0.02400,2.68575,-0.20700,4,16.51,-14.46,50,43,1
0.03075,2.68425,-0.20800,1,12.24,-18.74,108,101,1
0.03150,2.68125,-0.20300,3,17.04,-13.96,128,121,1
0.01600,2.67200,-0.19950,2,22.62,-8.41,73,67,1
0.01625,2.67200,-0.19825,4,23.06,-7.97,63,57,1
0.01725,2.67325,-0.19900,4,24.00,-7.03,45,40,1
0.01850,2.67300,-0.19950,4,24.38,-6.65,25,22,1
0.01975,2.67375,-0.19875,2,25.35,-5.68,43,38,1
0.01975,2.67400,-0.19750,3,25.32,-5.71,39,34,1
0.02150,2.67250,-0.19825,2,23.45,-7.59,56,51,1
0.02100,2.67575,-0.19950,2,25.17,-5.85,68,63,1
0.02200,2.67525,-0.20000,1,23.93,-7.09,71,66,1
0.02200,2.67525,-0.19875,2,21.92,-9.10,67,61,1
0.02125,2.67275,-0.19700,1,22.50,-8.53,57,52,1
0.02200,2.67225,-0.19775,0,19.61,-11.92,51,49,1
0.02250,2.67325,-0.19750,3,20.61,-10.42,66,61,1
0.02375,2.67275,-0.19700,0,17.64,-13.40,74,64,1
0.02375,2.67275,-0.19675,3,17.79,-13.74,54,52,1
0.02325,2.67500,-0.19725,2,18.51,-13.03,52,50,1
0.01875,2.67850,-0.20000,2,25.17,-5.83,51,46,1
0.02275,2.67900,-0.19850,2,18.93,-12.62,62,60,1
0.02375,2.67975,-0.19900,4,18.74,-12.81,66,63,1
0.02300,2.67875,-0.19725,2,17.15,-14.40,57,55,1
0.01875,2.67225,-0.19550,0,26.60,-4.43,26,19,1
0.01850,2.67275,-0.19425,4,24.96,-6.07,47,41,1
0.01875,2.67225,-0.19325,1,23.68,-7.35,52,46,1
0.02375,2.67375,-0.19575,1,16.92,-14.11,68,62,1
0.02250,2.67325,-0.19375,3,17.02,-14.01,53,48,1
0.02450,2.67225,-0.19825,1,19.68,-11.84,56,54,1
0.02675,2.67200,-0.19875,1,19.73,-11.78,66,62,1
0.02475,2.67500,-0.19925,2,21.02,-10.00,75,67,1
0.02725,2.67525,-0.19925,1,21.10,-9.93,72,65,1
0.02625,2.67475,-0.19850,2,20.02,-11.01,73,66,1
0.02575,2.67475,-0.19650,0,16.45,-15.08,53,51,1
0.02725,2.67525,-0.19675,1,15.86,-15.17,71,64,1
0.02925,2.67350,-0.19875,2,19.10,-11.94,70,63,1
0.02900,2.67400,-0.20000,2,21.64,-9.40,73,66,1
0.03025,2.67400,-0.19950,2,19.93,-11.11,74,68,1
0.03000,2.67550,-0.19825,1,16.63,-14.40,74,67,1
0.02925,2.67325,-0.19625,4,13.87,-17.17,70,63,1
0.03050,2.67275,-0.19700,3,13.65,-17.39,71,64,1
0.02575,2.67675,-0.19975,2,22.03,-8.99,76,69,1
0.02775,2.67850,-0.19925,1,18.62,-12.91,63,59,1
0.02400,2.67600,-0.19800,2,19.09,-12.45,57,55,1
0.02725,2.67650,-0.19800,2,18.20,-12.82,71,64,1
0.02575,2.67800,-0.19725,0,17.47,-13.54,72,64,1
0.02450,2.67900,-0.19750,2,17.31,-14.23,59,57,1
0.03100,2.67675,-0.20000,7,19.89,-11.13,74,69,1
0.03150,2.67750,-0.19950,1,18.21,-13.30,62,60,1
0.03100,2.67675,-0.19875,3,18.45,-12.57,78,71,1
0.02850,2.67625,-0.19625,1,15.15,-16.37,56,54,1
0.02800,2.67825,-0.19750,1,15.52,-15.49,71,64,1
0.03075,2.67900,-0.19625,4,12.98,-18.03,72,65,1
0.02400,2.67225,-0.19450,1,15.96,-15.08,57,52,1
0.02600,2.67275,-0.19575,0,15.21,-16.31,56,54,1
0.02675,2.67375,-0.19500,3,13.37,-18.15,56,52,1
0.02700,2.67550,-0.19550,1,13.77,-17.75,58,53,1
0.02525,2.67250,-0.19400,0,16.26,-14.78,60,55,1
0.02775,2.67275,-0.19300,1,15.72,-15.32,62,55,1
0.03050,2.67350,-0.19575,1,12.62,-18.42,71,64,1
0.02900,2.67375,-0.19375,1,15.45,-15.59,63,58,1
0.03175,2.67325,-0.19375,1,13.25,-17.79,66,61,1
0.02600,2.67700,-0.19475,4,16.05,-14.97,69,56,1
0.02725,2.67700,-0.19425,4,15.74,-15.28,66,56,1
0.02550,2.67850,-0.19600,2,16.67,-14.34,70,59,1
0.02675,2.67925,-0.19525,3,14.78,-16.23,69,62,1
0.02975,2.67750,-0.19425,0,13.56,-17.46,67,62,1
0.02800,2.67850,-0.19500,2,14.01,-17.00,70,63,1
0.03125,2.67675,-0.19250,3,14.22,-16.80,63,58,1
0.02200,2.68300,-0.19800,3,17.33,-14.24,60,56,1
0.02550,2.68200,-0.19825,0,17.17,-14.38,66,62,1
0.02575,2.68375,-0.19875,2,16.84,-14.71,66,64,1
0.02400,2.68125,-0.19650,2,14.46,-17.09,57,53,1
0.02775,2.68225,-0.19725,1,15.46,-16.08,68,64,1
0.02800,2.68025,-0.19700,0,15.19,-16.34,63,59,1
0.03025,2.68000,-0.19750,0,15.50,-15.51,76,69,1
0.02800,2.68375,-0.19775,0,15.72,-15.83,68,65,1
0.02525,2.68550,-0.19900,1,16.99,-14.57,67,65,1
0.02725,2.68600,-0.19825,0,15.64,-15.91,65,63,1
0.02850,2.68500,-0.19675,4,14.31,-17.24,60,56,1
0.03125,2.68450,-0.19725,1,14.43,-17.10,63,61,1
0.03025,2.68700,-0.19800,2,14.89,-16.66,61,57,1
0.04600,2.65750,-0.20850,0,10.91,-20.49,111,109,1
0.04700,2.66525,-0.20975,1,14.87,-16.55,64,58,1
0.05200,2.65625,-0.21225,0,12.18,-19.19,112,108,1
0.04875,2.65675,-0.21175,1,13.06,-18.33,114,112,1
0.05075,2.65700,-0.20825,2,12.88,-18.50,114,112,1
0.05250,2.65775,-0.20850,0,16.15,-17.48,84,79,1
0.05300,2.65700,-0.20875,1,13.86,-17.51,113,109,1
0.04900,2.66175,-0.20925,1,14.57,-16.83,106,102,1
0.05400,2.66300,-0.21025,1,13.54,-17.85,30,26,1
0.05850,2.65775,-0.21375,0,11.22,-20.13,32,28,1
0.06350,2.65725,-0.21550,0,10.12,-21.21,88,86,1
0.06250,2.65800,-0.21425,2,9.90,-21.44,69,67,1
0.06275,2.65625,-0.21225,4,11.33,-20.00,32,28,1
0.05625,2.65600,-0.21050,1,12.81,-18.55,80,75,1
0.05875,2.65600,-0.21075,0,12.41,-18.94,36,31,1
0.05800,2.65800,-0.21100,6,12.83,-18.53,31,27,1
0.06275,2.65950,-0.20975,0,12.71,-18.63,50,46,1
0.06025,2.66000,-0.21200,2,11.35,-20.00,37,35,1
0.06200,2.66200,-0.21050,2,11.51,-19.84,93,90,1
0.06375,2.66250,-0.20825,1,12.45,-18.90,105,101,1
0.04975,2.66475,-0.21000,1,14.35,-17.06,33,28,1
0.04825,2.66925,-0.20950,1,15.29,-16.14,30,27,1
0.05950,2.66400,-0.20900,0,12.84,-18.53,69,66,1
0.06225,2.66700,-0.21050,0,12.22,-19.15,114,110,1
0.06375,2.66775,-0.21100,1,13.80,-17.56,113,110,1
0.06250,2.66850,-0.20825,0,12.97,-18.40,114,112,1
0.03675,2.67300,-0.20900,1,17.70,-13.78,106,102,1
0.03675,2.67475,-0.20925,0,17.72,-13.77,61,56,1
0.03975,2.67425,-0.20950,1,16.96,-14.51,32,28,1
0.03250,2.67975,-0.20850,2,19.71,-11.81,26,24,1
0.03750,2.67800,-0.20900,1,17.90,-13.59,29,27,1
0.04550,2.67325,-0.20900,1,15.43,-16.02,29,26,1
0.03375,2.68250,-0.20825,1,18.65,-12.87,22,20,1
0.03300,2.68700,-0.21200,1,12.39,-18.58,100,95,1
0.03450,2.68625,-0.21175,2,12.20,-18.78,76,70,1
0.03550,2.68725,-0.21100,0,12.47,-18.51,32,28,1
0.03200,2.68525,-0.21000,2,11.79,-19.19,105,98,1
0.03475,2.68475,-0.20925,0,12.22,-18.77,89,83,1
0.03825,2.68700,-0.21025,1,11.84,-19.14,21,16,1
0.04425,2.68375,-0.20825,3,13.51,-17.49,23,17,1
0.04325,2.68725,-0.21050,2,15.14,-15.84,26,18,1
0.04325,2.68725,-0.20925,2,15.78,-15.72,106,105,1
0.05525,2.67800,-0.21400,3,12.53,-18.90,94,90,1
0.05200,2.67875,-0.21075,3,15.49,-15.95,112,110,1
0.05250,2.67800,-0.20925,0,15.17,-16.27,113,111,1
0.05675,2.67475,-0.21200,0,14.85,-16.56,111,109,1
0.05075,2.68475,-0.21425,2,11.94,-19.52,39,36,1
0.04975,2.68425,-0.21375,4,13.63,-17.84,74,69,1
0.05075,2.68650,-0.21350,1,13.37,-18.10,30,26,1
0.05375,2.68675,-0.21125,1,12.11,-18.89,98,93,1
0.05475,2.68700,-0.21150,0,13.31,-18.14,25,22,1
0.05500,2.68700,-0.21025,3,13.14,-18.31,28,26,1
0.05425,2.68775,-0.20900,3,13.25,-18.21,27,25,1
0.05625,2.68425,-0.21250,2,13.67,-17.77,26,22,1
0.03225,2.65725,-0.20650,2,18.90,-12.55,57,54,1
0.03325,2.65850,-0.20600,4,23.90,-7.55,30,26,1
0.03225,2.65900,-0.20450,2,25.56,-5.90,15,15,1
0.03875,2.65600,-0.20600,0,19.36,-14.27,73,68,1
0.03350,2.66000,-0.20800,1,18.16,-13.29,30,28,1
0.03325,2.66025,-0.20675,3,23.18,-8.28,29,25,1
0.03250,2.66225,-0.20725,1,20.42,-11.05,29,27,1
0.03300,2.66225,-0.20600,3,24.25,-7.21,28,25,1
0.03200,2.66275,-0.20450,3,25.98,-5.49,19,14,1
0.03550,2.66200,-0.20525,0,22.10,-9.35,31,27,1
0.03575,2.66350,-0.20450,1,20.15,-11.31,45,42,1
0.03700,2.66075,-0.20650,0,18.01,-13.43,40,38,1
0.03775,2.66200,-0.20575,0,17.11,-14.33,67,65,1
0.03375,2.65650,-0.20375,5,22.93,-8.51,31,31,1
0.03225,2.65900,-0.20325,3,23.53,-7.93,17,14,1
0.03475,2.66075,-0.20325,2,24.17,-7.28,26,21,1
0.03425,2.66275,-0.20375,1,23.66,-7.80,32,27,1
0.03475,2.66250,-0.20250,1,21.93,-9.53,55,50,1
0.03250,2.66250,-0.20175,1,22.08,-9.39,62,58,1
0.03350,2.66350,-0.20125,1,20.91,-10.56,62,59,1
0.03600,2.66325,-0.20300,2,20.42,-11.03,50,47,1
0.03700,2.66250,-0.20175,3,20.27,-11.18,61,58,1
0.03875,2.66275,-0.20075,4,19.91,-11.53,64,61,1
0.04500,2.65625,-0.20675,1,12.59,-18.81,95,94,1
0.04650,2.65700,-0.20725,0,11.05,-20.35,110,108,1
0.04250,2.66000,-0.20475,1,14.26,-17.16,98,95,1
0.04625,2.66225,-0.20750,1,15.10,-16.31,118,116,1
0.04600,2.66250,-0.20625,0,15.73,-15.68,122,120,1
0.04125,2.65675,-0.20375,4,21.99,-11.64,30,26,1
0.04525,2.65975,-0.20250,2,19.01,-12.40,102,101,1
0.04725,2.65975,-0.20300,0,19.48,-11.92,130,128,1
0.04075,2.66125,-0.20325,2,18.15,-13.28,71,69,1
0.04125,2.66075,-0.20200,6,20.01,-11.42,58,56,1
0.04250,2.66175,-0.20125,1,20.22,-11.20,54,52,1
0.04750,2.66125,-0.20350,2,19.57,-11.83,128,125,1
0.04675,2.66050,-0.20175,4,20.26,-11.14,90,89,1
0.04725,2.66050,-0.20150,1,19.78,-13.85,15,11,1
0.03950,2.66925,-0.20675,1,18.26,-13.20,123,119,1
0.03300,2.66550,-0.20050,2,20.25,-11.22,66,64,1
0.04400,2.66575,-0.20525,1,19.34,-12.09,121,117,1
0.04200,2.66925,-0.20450,3,20.68,-10.77,55,53,1
0.04000,2.66550,-0.20050,1,20.44,-11.01,59,55,1
0.04525,2.66475,-0.20400,2,20.38,-11.04,105,103,1
0.04400,2.66400,-0.20100,0,20.51,-10.92,62,57,1
0.04600,2.66400,-0.20125,4,20.74,-10.68,61,58,1
0.04650,2.66550,-0.20150,0,20.35,-11.07,63,60,1
0.04075,2.67000,-0.20050,4,19.32,-12.13,62,59,1
0.04575,2.67150,-0.20300,1,19.61,-11.83,59,54,1
0.04525,2.67000,-0.20100,1,19.01,-12.43,61,59,1
0.03300,2.65725,-0.19875,3,15.06,-18.57,18,16,1
0.03300,2.66300,-0.19650,3,12.07,-21.56,18,15,1
0.03200,2.65775,-0.19275,2,11.83,-19.62,54,52,1
0.03575,2.65750,-0.19400,2,12.39,-21.24,18,15,1
0.03250,2.65900,-0.19375,1,12.47,-18.98,56,54,1
0.03200,2.65950,-0.19225,1,11.94,-19.52,54,51,1
0.03675,2.65925,-0.19225,0,10.96,-20.48,54,50,1
0.03250,2.66275,-0.19375,2,11.85,-19.62,56,52,1
0.03675,2.66100,-0.19300,0,10.69,-20.75,57,55,1
0.04700,2.65600,-0.19825,3,15.78,-17.85,18,16,1
0.04725,2.66075,-0.19625,0,13.00,-20.63,20,16,1
0.04100,2.65850,-0.19600,3,13.83,-19.80,18,16,1
0.04125,2.65850,-0.19325,1,13.37,-20.26,18,16,1
0.04400,2.65975,-0.19475,1,12.82,-20.81,18,15,1
0.04475,2.65850,-0.19250,2,11.15,-20.26,53,51,1
0.04725,2.66000,-0.19225,3,10.38,-21.02,57,54,1
0.04700,2.66225,-0.19350,3,13.23,-20.40,19,17,1
0.03425,2.66625,-0.19950,3,20.04,-11.43,69,66,1
0.03750,2.66550,-0.20000,1,20.42,-11.03,67,63,1
0.03225,2.67150,-0.19975,2,19.76,-11.73,65,61,1
0.03450,2.67125,-0.20000,0,19.74,-11.74,63,59,1
0.03375,2.66700,-0.19425,4,12.56,-18.91,55,53,1
0.03300,2.66550,-0.19350,2,11.55,-19.92,57,55,1
